close,volume,growthScore,multipleScore,integratedScore,financialReturnsScore,date
36.1543,10848323,0.898,0.948,0.624,0.922,2015-05-01
36.1984,10204805,0.898,0.948,0.624,0.922,2015-05-04
36.0129,11721254,0.898,0.946,0.624,0.922,2015-05-05
35.9333,11906874,0.898,0.946,0.626,0.924,2015-05-06
35.9687,13834747,0.898,0.946,0.624,0.924,2015-05-07
36.2161,11144434,0.898,0.948,0.624,0.922,2015-05-08
36.1808,10113526,0.9,0.946,0.624,0.92,2015-05-11
35.9598,12384499,0.896,0.946,0.624,0.918,2015-05-12
36.278,13183745,0.896,0.944,0.624,0.92,2015-05-13
36.6757,9960964,0.896,0.944,0.624,0.922,2015-05-14
36.6933,8479028,0.896,0.946,0.624,0.922,2015-05-15
36.5166,11511687,0.9,0.944,0.626,0.922,2015-05-18
36.5078,9071997,0.896,0.946,0.624,0.92,2015-05-19
36.5431,10965231,0.896,0.946,0.624,0.92,2015-05-20
36.4371,9270925,0.894,0.946,0.624,0.922,2015-05-21
36.4194,11909499,0.894,0.946,0.622,0.922,2015-05-22
36.225,15194348,0.894,0.948,0.622,0.922,2015-05-25
36.3398,9863138,0.892,0.948,0.622,0.922,2015-05-26
36.3575,9395168,0.894,0.946,0.622,0.922,2015-05-27
36.1984,19628649,0.894,0.946,0.622,0.922,2015-05-28
36.1808,12684052,0.86,0.942,0.618,0.938,2016-05-24
36.225,11878845,0.858,0.94,0.618,0.938,2016-05-25
36.1189,8153777,0.858,0.94,0.618,0.938,2016-05-26
35.8715,10145794,0.858,0.94,0.618,0.938,2016-05-27
35.4384,15975551,0.858,0.944,0.618,0.938,2016-05-30
35.4914,14339260,0.858,0.944,0.618,0.938,2016-05-31
35.5268,10772741,0.858,0.942,0.618,0.938,2016-06-01
35.6417,11979870,0.858,0.944,0.618,0.936,2016-06-02
35.7308,11944854,0.858,0.942,0.618,0.938,2016-06-03
35.606,15568577,0.86,0.942,0.618,0.936,2016-06-06
35.2763,11364793,0.86,0.94,0.618,0.936,2016-06-07
35.7129,12517410,0.858,0.938,0.618,0.936,2016-06-08
35.8822,13898422,0.858,0.938,0.618,0.934,2016-06-09
36.2208,16314590,0.858,0.938,0.618,0.934,2016-06-10
35.9981,23550571,0.858,0.94,0.618,0.934,2016-06-13
36.0694,8775913,0.858,0.94,0.618,0.934,2016-06-14
35.9803,11094928,0.858,0.94,0.618,0.934,2016-06-15
35.811,10385088,0.858,0.94,0.618,0.934,2016-06-16
35.6595,10607592,0.856,0.938,0.618,0.934,2016-06-17
35.6417,16215596,0.856,0.938,0.618,0.934,2016-06-20
35.107,15500771,0.856,0.94,0.616,0.934,2016-06-21
34.9556,14621325,0.856,0.942,0.616,0.934,2016-06-22
35.1961,11177431,0.856,0.942,0.616,0.936,2016-06-23
35.1872,8975923,0.852,0.94,0.616,0.936,2016-06-24
35.1249,10252593,0.852,0.938,0.616,0.938,2016-06-27
35.8644,20335005,0.852,0.942,0.616,0.938,2016-06-28
35.5169,11383747,0.856,0.94,0.618,0.938,2016-06-29
35.5704,13392040,0.856,0.94,0.618,0.938,2016-06-30
35.9892,13360379,0.856,0.942,0.618,0.938,2016-07-01
36.2298,9854203,0.856,0.942,0.618,0.938,2016-07-04
36.6842,19531043,0.856,0.942,0.618,0.938,2016-07-05
36.6485,11252142,0.856,0.94,0.618,0.938,2016-07-06
36.9604,10483688,0.856,0.942,0.618,0.938,2016-07-07
36.7555,9608302,0.856,0.94,0.618,0.938,2016-07-08
36.8713,10024168,0.856,0.94,0.618,0.938,2016-07-11
36.702,13653823,0.856,0.942,0.618,0.938,2016-07-12
36.4436,15528630,0.856,0.94,0.618,0.94,2016-07-13
36.3901,13522199,0.856,0.94,0.618,0.94,2016-07-14
36.0337,10912528,0.852,0.94,0.618,0.938,2016-07-15
36.1228,10945666,0.852,0.938,0.618,0.94,2016-07-18
36.1317,11021821,0.852,0.938,0.618,0.942,2016-07-19
36.1674,8479899,0.854,0.936,0.62,0.942,2016-07-20
36.1406,9095488,0.854,0.936,0.62,0.942,2016-07-21
36.604,15309490,0.854,0.934,0.62,0.942,2016-07-22
37.0139,14672571,0.85,0.94,0.618,0.942,2016-07-25
37.2901,17559905,0.85,0.938,0.618,0.942,2016-07-26
37.5307,15329248,0.852,0.936,0.62,0.942,2016-07-27
37.3525,11378874,0.856,0.936,0.62,0.942,2016-07-28
37.2188,10886719,0.854,0.936,0.62,0.94,2016-07-29
37.1386,9501875,0.854,0.936,0.62,0.94,2016-08-01
36.9604,11254885,0.848,0.936,0.618,0.938,2016-08-02
36.7644,9793289,0.848,0.934,0.616,0.938,2016-08-03
36.6218,10270853,0.844,0.934,0.616,0.938,2016-08-04
36.7555,9905619,0.844,0.934,0.616,0.938,2016-08-05
36.8446,8272813,0.848,0.934,0.616,0.938,2016-08-08
36.8,11199353,0.848,0.934,0.618,0.938,2016-08-09
36.3367,15796292,0.848,0.932,0.616,0.936,2016-08-10
36.1317,14217983,0.844,0.932,0.616,0.934,2016-08-11
35.2229,28036173,0.844,0.932,0.616,0.934,2016-08-12
34.1982,44065301,0.846,0.932,0.616,0.936,2016-08-15
33.8507,31363717,0.844,0.932,0.616,0.934,2016-08-16
34.51,23523272,0.844,0.932,0.616,0.934,2016-08-17
34.9912,18871551,0.844,0.932,0.616,0.934,2016-08-18
35.1516,14503887,0.844,0.932,0.616,0.934,2016-08-19
35.0358,12673262,0.844,0.932,0.616,0.936,2016-08-22
34.5279,23703211,0.844,0.93,0.616,0.936,2016-08-23
34.6615,14054821,0.844,0.93,0.616,0.936,2016-08-24
34.8932,13311591,0.844,0.932,0.616,0.936,2016-08-25
34.3229,15450547,0.844,0.932,0.616,0.936,2016-08-26
34.6615,15273936,0.844,0.932,0.616,0.936,2016-08-29
34.1269,13764593,0.844,0.932,0.616,0.936,2016-08-30
34.2338,14952537,0.844,0.932,0.616,0.936,2016-08-31
34.2698,11802271,0.844,0.932,0.616,0.936,2016-09-01
34.2428,8950014,0.844,0.932,0.616,0.936,2016-09-02
34.6023,13019802,0.846,0.934,0.616,0.936,2016-09-05
35.1865,22233383,0.846,0.934,0.616,0.936,2016-09-06
35.3932,21232475,0.846,0.932,0.616,0.936,2016-09-07
35.0337,27527257,0.846,0.932,0.616,0.938,2016-09-08
35.2224,12935770,0.846,0.932,0.618,0.938,2016-09-09
34.8629,15021341,0.846,0.932,0.618,0.938,2016-09-12
34.836,8910787,0.846,0.932,0.618,0.938,2016-09-13
35.1865,19385676,0.848,0.932,0.618,0.938,2016-09-14
35.6089,22511328,0.848,0.932,0.618,0.936,2016-09-15
35.528,19323124,0.848,0.932,0.618,0.936,2016-09-16
35.6449,14166903,0.848,0.932,0.618,0.938,2016-09-19
36.0583,19752636,0.848,0.932,0.618,0.938,2016-09-20
35.7707,19606626,0.85,0.93,0.618,0.938,2016-09-21
36.301,15537258,0.85,0.93,0.618,0.936,2016-09-22
36.8582,15664041,0.85,0.93,0.62,0.936,2016-09-23
36.8133,14579392,0.852,0.93,0.62,0.938,2016-09-26
37.3166,14401357,0.852,0.932,0.62,0.938,2016-09-27
37.73,11960174,0.856,0.93,0.622,0.938,2016-09-28
37.7659,13931163,0.856,0.93,0.62,0.938,2016-09-29
37.748,12299062,0.856,0.93,0.622,0.938,2016-09-30
37.4334,12903557,0.856,0.93,0.62,0.938,2016-10-03
37.4604,14180003,0.856,0.93,0.62,0.938,2016-10-04
37.6761,11801562,0.852,0.928,0.62,0.938,2016-10-05
37.7659,20384217,0.852,0.928,0.62,0.94,2016-10-06
37.739,15553774,0.852,0.928,0.622,0.94,2016-10-07
38.0086,16199274,0.852,0.928,0.622,0.938,2016-10-10
37.9187,19441875,0.852,0.928,0.622,0.94,2016-10-11
38.8624,35920184,0.852,0.928,0.62,0.94,2016-10-12
38.458,18796054,0.852,0.928,0.62,0.938,2016-10-13
38.2782,14788551,0.854,0.93,0.62,0.94,2016-10-14
38.2962,30166606,0.852,0.93,0.62,0.94,2016-10-17
38.4041,13667307,0.85,0.93,0.62,0.938,2016-10-18
38.458,9427360,0.85,0.93,0.62,0.94,2016-10-19
38.0625,15356150,0.848,0.93,0.618,0.938,2016-10-20
37.9637,16252244,0.848,0.93,0.62,0.938,2016-10-21
37.8918,9693096,0.846,0.93,0.618,0.938,2016-10-24
37.721,10488505,0.848,0.932,0.618,0.938,2016-10-25
38.0446,9625114,0.85,0.932,0.618,0.938,2016-10-26
37.712,11926701,0.85,0.932,0.618,0.938,2016-10-27
37.3345,10842712,0.848,0.934,0.616,0.936,2016-10-28
37.5412,8283092,0.846,0.934,0.616,0.936,2016-10-31
37.7839,9101167,0.842,0.934,0.614,0.936,2016-11-01
37.3705,10724972,0.844,0.936,0.616,0.936,2016-11-02
37.1907,11619468,0.852,0.936,0.612,0.922,2016-11-03
37.712,11244857,0.852,0.936,0.612,0.922,2016-11-04
37.4514,12739365,0.852,0.936,0.614,0.926,2016-11-07
37.9996,12966287,0.852,0.936,0.614,0.926,2016-11-08
38.7456,24090723,0.852,0.934,0.614,0.926,2016-11-09
38.1344,19780761,0.852,0.936,0.614,0.926,2016-11-10
38.6108,13338134,0.852,0.936,0.614,0.928,2016-11-11
38.9703,15767155,0.852,0.934,0.614,0.928,2016-11-14
38.9703,10344857,0.852,0.932,0.616,0.928,2016-11-15
39.079,7236711,0.852,0.934,0.616,0.928,2016-11-16
38.599,16063027,0.852,0.936,0.614,0.928,2016-11-17
38.8435,11153028,0.852,0.936,0.614,0.928,2016-11-18
38.7348,12598499,0.848,0.936,0.612,0.926,2016-11-21
38.4541,15004860,0.844,0.936,0.612,0.928,2016-11-22
39.2058,16487972,0.846,0.934,0.614,0.928,2016-11-23
39.1243,12030718,0.846,0.934,0.614,0.928,2016-11-24
38.9522,10736213,0.846,0.934,0.614,0.928,2016-11-25
38.6352,12945502,0.846,0.934,0.614,0.928,2016-11-28
38.7258,15483321,0.846,0.936,0.612,0.928,2016-11-29
38.282,17313343,0.842,0.934,0.612,0.928,2016-11-30
38.445,20092892,0.842,0.936,0.612,0.928,2016-12-01
39.0065,17916382,0.842,0.936,0.612,0.928,2016-12-02
39.7039,21868610,0.844,0.936,0.612,0.928,2016-12-05
39.3869,14697025,0.844,0.934,0.612,0.928,2016-12-06
38.4903,24583695,0.844,0.936,0.612,0.928,2016-12-07
38.7439,10444353,0.844,0.936,0.612,0.928,2016-12-08
39.2058,12280757,0.842,0.934,0.612,0.926,2016-12-09
39.5499,9092284,0.842,0.932,0.612,0.926,2016-12-12
39.4322,3036573,0.842,0.934,0.612,0.926,2016-12-13
39.3869,6326143,0.842,0.934,0.612,0.926,2016-12-14
39.5861,7739815,0.844,0.934,0.612,0.926,2016-12-15
39.4593,5112475,0.844,0.932,0.614,0.928,2016-12-16
38.9069,9727907,0.87,0.932,0.622,0.928,2016-12-19
38.3997,16084145,0.87,0.934,0.622,0.926,2016-12-20
38.5356,15781895,0.87,0.932,0.622,0.926,2016-12-21
38.3273,16245132,0.87,0.932,0.622,0.926,2016-12-22
37.6933,20563576,0.87,0.932,0.622,0.926,2016-12-23
37.5937,14645913,0.87,0.932,0.622,0.926,2016-12-26
37.6571,15815238,0.87,0.932,0.622,0.926,2016-12-27
38.1461,21814837,0.87,0.932,0.622,0.926,2016-12-28
37.9016,16854282,0.87,0.932,0.622,0.926,2016-12-29
37.9288,16027968,0.87,0.932,0.622,0.926,2016-12-30
37.5846,21153592,0.87,0.932,0.622,0.926,2017-01-02
37.965,15462240,0.87,0.932,0.622,0.926,2017-01-03
37.476,19923495,0.868,0.932,0.62,0.926,2017-01-04
37.485,15568891,0.87,0.932,0.622,0.926,2017-01-05
38.0918,15209235,0.87,0.932,0.622,0.926,2017-01-06
38.1824,12505160,0.87,0.932,0.622,0.928,2017-01-09
