close,volume,growthScore,multipleScore,integratedScore,financialReturnsScore,date
68.653,1053988,0.29,0.37,0.406,0.3,2015-05-01
68.2914,907069,0.292,0.374,0.404,0.298,2015-05-04
67.6145,1753879,0.292,0.358,0.41,0.296,2015-05-05
68.1708,1716570,0.292,0.362,0.408,0.296,2015-05-06
68.6345,4366324,0.294,0.376,0.404,0.294,2015-05-07
69.1259,1987506,0.294,0.38,0.402,0.296,2015-05-08
69.4783,2533798,0.284,0.392,0.41,0.336,2015-05-11
68.5974,1215957,0.282,0.406,0.406,0.34,2015-05-12
69.1908,2083717,0.28,0.392,0.408,0.338,2015-05-13
69.5895,1872018,0.28,0.402,0.406,0.34,2015-05-14
69.5432,1175120,0.28,0.398,0.406,0.338,2015-05-15
70.1088,1213912,0.282,0.396,0.408,0.338,2015-05-18
70.183,1928589,0.276,0.398,0.408,0.346,2015-05-19
70.0531,1463865,0.276,0.404,0.406,0.346,2015-05-20
69.6081,1159106,0.276,0.406,0.406,0.346,2015-05-21
68.8385,1299857,0.278,0.392,0.41,0.344,2015-05-22
68.2914,1275126,0.278,0.382,0.414,0.344,2015-05-25
68.0396,1534410,0.278,0.382,0.412,0.342,2015-05-26
69.5036,1755947,0.276,0.384,0.412,0.342,2015-05-27
68.4219,1377664,0.278,0.364,0.418,0.342,2015-05-28
68.1422,1455557,0.284,0.408,0.406,0.346,2015-05-29
69.0187,1715856,0.282,0.386,0.414,0.344,2015-06-01
69.7087,1305289,0.282,0.386,0.414,0.346,2015-06-02
69.8019,2078570,0.282,0.394,0.412,0.346,2015-06-03
67.704,5433617,0.282,0.41,0.406,0.346,2015-06-04
67.9184,1812533,0.282,0.428,0.4,0.346,2015-06-05
67.5641,1424032,0.278,0.392,0.41,0.344,2015-06-08
67.7413,1118922,0.278,0.398,0.41,0.346,2015-06-09
67.8065,912279,0.276,0.394,0.41,0.346,2015-06-10
67.8531,910354,0.276,0.384,0.414,0.348,2015-06-11
66.5757,2043387,0.274,0.386,0.412,0.346,2015-06-12
67.6107,1440173,0.274,0.39,0.41,0.348,2015-06-15
68.0396,1177441,0.276,0.376,0.416,0.35,2015-06-16
68.739,1169407,0.274,0.39,0.412,0.35,2015-06-17
68.2354,1394273,0.276,0.396,0.41,0.35,2015-06-18
